CAMIS,RESTAURANT,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,CRITICALFLAG
40564701,DOMINO'S,943,1 AVENUE,10022.0,2127596600,Pizza,Critical
50094976,BARDOUGH,350,WEST   46 STREET,10036.0,9172620543,Pizza,Not Critical
50103234,FRESH BOWL - BETAWORKS STUDIO,29,LITTLE WEST   12 STREET,10014.0,9172256067,American,Not Critical
40367241,JG MELON RESTAURANT,1291,3 AVENUE,10021.0,2127440585,American,Critical
41710310,JUST SALAD,663,LEXINGTON AVENUE,10022.0,2122441111,Soups_Salads_Sandwiches_Beverages,Critical
40513633,ARTE CAFE,106,WEST   73 STREET,10023.0,2125017014,Italian,Critical
50094455,The Celtic Rail NYC,137,WEST   33 STREET,10001.0,6465967477,American,Critical
41618219,MORSO,420,EAST   59 STREET,10022.0,2127592706,Italian,Critical
50059415,TRATTORIA IL GUSTO,625,COLUMBUS AVENUE,10024.0,2125797970,Italian,Not Critical
41014384,TONIC TIMES SQUARE,727,7 AVENUE,10019.0,2123821059,American,Not Critical
40380517,BARNEY GREENGRASS,541,AMSTERDAM AVENUE,10024.0,2127244707,Jewish/Kosher,Critical
50008202,BARCADE,148,WEST   24 STREET,10011.0,2123908455,American,Not Critical
50002774,FRESH & CO,1359,BROADWAY,10018.0,2122537374,Soups_Salads_Sandwiches_Beverages,Critical
50004560,ROSE BAKERY,160,LEXINGTON AVE,10016.0,6468377754,French,Critical
50092906,MCDONALD'S,1528,BROADWAY,10036.0,9174095946,American,Not Critical
50080004,ZEYTIN MEDITERRANEAN CUISINE,160,PEARL STREET,10005.0,2122271908,Mediterranean,Critical
40390409,THE FAMOUS JIMBO'S HAMBURGER PALACE,1345,AMSTERDAM AVENUE,10027.0,2128658777,American,Critical
50108027,GARDEN CITY DELI,77,PEARL STREET,10004.0,6466575295,American,Critical
40797684,AMERICAS CAFE & GRILL,1159,3 AVENUE,10065.0,2126280740,American,Critical
50056586,MAISON PICKLE,2309,BROADWAY,10024.0,2126712711,American,Critical
41253818,RUBY TUESDAY,7,TIMES SQUARE,10036.0,2123823898,American,Not Critical
41216183,TRADER'S EXPRESS DELI,22,BEAVER STREET,10004.0,2124820620,American,Critical
50110660,TOMO TOMO,152,WEST   52 STREET,10019.0,6463834794,Japanese,Critical
50064055,ANAND RESTAURANT,304,EAST   78 STREET,10075.0,2126500333,Indian Subcontinent,Critical
40931927,VIAND CAFE,2130,BROADWAY,10023.0,2128772888,American,Not Critical
50097590,CAFFE PANNA,77,IRVING PLACE,10003.0,9173630207,Coffee/Tea,Critical
50078715,DOMINO'S,1993,3 AVENUE,10029.0,9143373370,Pizza,Not Critical
41710633,TAGINE,221,WEST   38 STREET,10018.0,6463268014,Mediterranean,Not Critical
40720911,ANOTHEROOM,249,WEST BROADWAY,10013.0,2122261418,American,Critical
41299392,STARBUCKS,220,EAST   42 STREET,10017.0,2128671264,Coffee/Tea,Not Critical
50044289,BAYARD BO KY RESTAURANT,78-80,BAYARD ST,10013.0,2124062292,Chinese,Critical
41161346,LE BASKET,683,BROADWAY,10012.0,2124209772,American,Not Critical
40367534,MR BROADWAY KOSHER RESTAURANT,1372,BROADWAY,10018.0,2129212152,Jewish/Kosher,Not Critical
50079913,KAYLEE'S CREAMERY,115,EAST   27 STREET,10016.0,6469325204,Frozen Desserts,Not Critical
41230437,THE CROOKED KNIFE,27-29,EAST 30 STREET,10016.0,2126962593,American,Critical
40367841,CAFE FIORELLO,1900,BROADWAY,10023.0,2125955330,Italian,Not Critical
50052407,ZESTY PIZZA & SALUMERIA,1670,3 AVENUE,10128.0,2129872201,Pizza,Not Critical
41697195,CICCIO,190,6 AVENUE,10013.0,6464769498,Italian,Critical
50099850,EL SAZON DE MAMA,1645,SAINT NICHOLAS AVENUE,10040.0,9172614599,Mexican,Critical
50048586,BILL'S NEW YORK CITY,57,EAST   54 STREET,10022.0,2125182727,American,Not Critical
50061199,VIVI BUBBLE TEA,325,BROADWAY,10007.0,2129620033,Coffee/Tea,Critical
40782092,STARBUCKS,291,BROADWAY,10007.0,2124065312,Coffee/Tea,Not Critical
50044062,ROCKY'S BAR & RESTAURANT,460,WEST   34 STREET,10001.0,2122440004,Pizza,Not Critical
41176390,HAYATY,103,AVENUE A,10009.0,2123880588,Middle Eastern,Critical
40400962,WHITE CASTLE,351,EAST  103 STREET,10029.0,2128766737,American,Not Critical
41615445,TAO HONG BAKERY,79,CHRYSTIE STREET,10002.0,2122190981,Bakery,Not Critical
50078195,99 CENTS FRESH & HOT PIZZA,1723,BROADWAY,10019.0,6463693803,Pizza,Critical
40536599,OLIVE TREE,1420,BROADWAY,10018.0,2128400999,American,Not Critical
50092940,HARLEM WINE ROOM,3454,BROADWAY,10031.0,9172616944,Spanish,Not Critical
50102675,MARIA PIA,319,WEST   51 STREET,10019.0,2127656463,Italian,Not Critical
50101357,MUSEUM OF ICE CREAM,558,BROADWAY,10012.0,3326005559,Frozen Desserts,Critical
50103028,CHINA KING,285,3 AVENUE,10010.0,2126798882,Chinese,Critical
50062684,KESTE WALL STREET,77,FULTON STREET,10038.0,2126939030,Pizza,Critical
50057533,DUNKIN,750,8 AVENUE,10036.0,9174163773,Bakery,Critical
41569184,BOHEMIAN SPIRIT RESTAURANT,321,EAST   73 STREET,10021.0,2128611038,American,Critical
41408551,APOLLO THEATRE CONCESSIONS,253,WEST  125 STREET,10027.0,2125315328,Soups_Salads_Sandwiches_Beverages,Critical
40749096,B SQUARED NYC,679,9 AVENUE,10036.0,6463623171,Italian,Not Critical
40553443,DISTILLED,211,WEST BROADWAY,10013.0,2124310700,American,Not Critical
50013433,BALVANERA,152,STANTON STREET,10002.0,2125333348,Spanish,Not Critical
50078974,CHEN'S EXPRESS KITCHEN,223,EAST   14 STREET,10003.0,2129828966,Chinese,Critical
41372809,LIBERTADOR,1725,2 AVENUE,10128.0,2123486222,Spanish,Critical
41718710,BCD TOFU HOUSE,5,WEST   32 STREET,10001.0,2129671900,Korean,Critical
50065446,POKE BAR,1333,BROADWAY,10018.0,2122444320,American,Not Critical
40513031,BRAD'S BURGERS & BBQ,522,COLUMBUS AVENUE,10024.0,2127873473,American,Critical
50088628,SHORT STORIES,355,BOWERY,10003.0,9144713443,American,Critical
41584558,MESKE ETHIOPIAN RESTAURANT,468,WEST   47 STREET,10036.0,2123991949,African,Not Critical
41485097,NEW WONJO RESTAURANT,23,WEST   32 STREET,10001.0,2126955815,Korean,Critical
41542018,PICK & EAT,4179,BROADWAY,10033.0,2127950054,American,Not Critical
50111723,LE PAIN QUOTIDIEN,685,3 AVENUE,10017.0,2125055861,Bakery,Critical
50066245,BREAD & BUTTER,462,7 AVENUE,10018.0,2128680444,American,Critical
41211246,SUNBURST ESPRESSO BAR,206,3 AVENUE,10003.0,2126741702,American,Critical
50097136,TEDDYS F&B,2171,2 AVENUE,10029.0,9175615148,American,Critical
50038684,HARLEM HOOKAH,387,LENOX AVENUE,10027.0,6469129905,American,Critical
50098760,KITAKATA RAMEN BANNAI,267,AMSTERDAM AVENUE,10023.0,2127211000,Japanese,Not Critical
41388576,MAMA'S PIZZA CAFE,705,8 AVENUE,10036.0,2129563400,Pizza,Not Critical
40510439,LA ISLA RESTAURANT,1883,THIRD AVENUE,10029.0,2125340002,Latin American,Critical
50088022,Wara,67,1 AVENUE,10003.0,9177755690,Japanese,Critical
50054342,FINE BAKERY CITY INC,303,GRAND STREET,10002.0,2129663318,Bakery,Critical
50001063,PENNYLANE COFFEE,305,EAST   45 STREET,10017.0,9177975133,Coffee/Tea,Not Critical
40593315,READE STREET PUB & KITCHEN,135,READE STREET,10013.0,2122272295,American,Not Critical
50004619,TASTY DUMPLING,42,MULBERRY STREET,10013.0,2123490070,Chinese,Not Critical
41458571,WESTVILLE,246,WEST   18 STREET,10011.0,2129242201,American,Not Critical
41408069,AUREOLE,135,WEST   42 STREET,10036.0,2123191660,American,Critical
50100458,BERGDORF GOODMAN,745,5 AVENUE,10151.0,8005581855,American,Not Critical
41443598,"CAFE BOULUD, BAR PLEIADES",20,EAST   76 STREET,10021.0,2127722600,French,Critical
50073321,GREAT CHINA,610,AMSTERDAM AVENUE,10024.0,9172386696,Chinese,Critical
50101851,LE PETIT PARISIEN,151,MALCOLM X BOULEVARD,10026.0,9172620524,French,Critical
41476697,VIEW OF THE WORLD TERRACE CLUB,140,WASHINGTON STREET,10006.0,6467463200,American,Not Critical
41558242,HEALTHY LIVING 106 (Herbalife),167,EAST  106 STREET,10029.0,6464181486,Other,Critical
50072484,MIMMO,1690,YORK AVENUE,10128.0,9174095820,Italian,Critical
41483883,BIZCOCHO DE COLORES,241,SHERMAN AVENUE,10034.0,2125674747,Bakery,Critical
40384222,PJ MORANS,3,EAST   48 STREET,10017.0,2127536440,Irish,Critical
50092928,CLAUDIO'S PIZZERIA,334,8 AVENUE,10001.0,9174095777,Pizza,Critical
41657014,PICCOLO CAFE,313,AMSTERDAM AVENUE,10023.0,2128730962,Italian,Critical
50090407,CARA MIA,693,9 AVENUE,10036.0,2122626767,Italian,Not Critical
50080158,BRINE,106,8 AVENUE,10011.0,6465591660,Chicken,Critical
40396622,MEDITERRANEO,1260,2 AVENUE,10065.0,2127347407,Italian,Not Critical
50093006,PIZZA,51,COLUMBIA STREET,10002.0,2122289488,Pizza,Critical
41626713,PERA SOHO,54,THOMPSON STREET,10012.0,2128786305,Middle Eastern,Critical
40369878,VILLA MOSCONI RESTAURANT,69,MACDOUGAL STREET,10012.0,2126730390,Italian,Not Critical
50088025,PIZZA BY LUCILLE'S,26C,MACOMBS PL,10039.0,3478932508,Pizza,Critical
40393725,TRIBECA GRILL,375,GREENWICH STREET,10013.0,2129413900,American,Not Critical
41164840,LA TRAVIATA PIZZA,101,WEST   68 STREET,10023.0,2127211101,Pizza,Critical
50045154,"RIU PLAZA (Fashion Bar & Kitchen, Grab & Go)",305,WEST   46 STREET,10036.0,3053333264,American,Not Critical
40396906,FLANNERY'S BAR,205,WEST   14 STREET,10011.0,2122292122,American,Not Critical
41468815,DINOSAUR BAR-B-QUE,2276,12 AVENUE,10027.0,2126943777,Barbecue & Steakhouse,Critical
40545454,HELLO DELI,213,WEST   53 STREET,10019.0,2124897832,Soups_Salads_Sandwiches_Beverages,Not Critical
41653405,JUBILEE,946948,1ST AVE,,2128883569,French,Critical
50090441,KUNG FU CHICKEN,97,CANAL STREET,10002.0,3473787888,Chicken,Critical
50092090,SHABU GARDEN,24,WEST   33 STREET,10001.0,6463977412,Southeast Asian,Critical
41078099,ORIGINAL RAY'S PIZZA,811,LEXINGTON AVENUE,10065.0,2122238117,Pizza,Critical
50049326,HARLEM BURGER CO.,2190,FREDERICK DOUGLASS BOULEVARD,,9177141411,American,Critical
41298037,RAMEN SETAGAYA,34.5,ST MARKS PLACE,10003.0,2123877959,Japanese,Not Critical
50074184,SENZA GLUTEN,171,SULLIVAN STREET,10012.0,2124757771,Coffee/Tea,Critical
40904478,LOVELY DAY,196,ELIZABETH STREET,10012.0,2129253310,Thai,Critical
41679966,SUBWAY,3920,BROADWAY,10032.0,2127409180,Soups_Salads_Sandwiches_Beverages,Not Critical
50106006,787 COFFEE,100,LEXINGTON AVE,10016.0,6463987994,Coffee/Tea,Critical
50076604,KAHLO,525,WEST   29 STREET,10001.0,3476249277,Mexican,Critical
41064439,THE JAGUAR RESTAURANT,1735,LEXINGTON AVENUE,10029.0,2124239069,Mexican,Critical
41264071,CAFE CORTADITO,210,EAST    3 STREET,10009.0,2126143080,Latin American,Not Critical
50090011,JAD JAAN,83,AUDUBON AVENUE,10032.0,9173883460,Thai,Critical
40991835,UNCLE JACK'S STEAKHOUSE,440,9 AVENUE,10001.0,2122440005,Barbecue & Steakhouse,Critical
50008603,GINA LA FORNARINA,1016,LEXINGTON AVENUE,10021.0,2127342201,Pizza,Not Critical
50112299,SUMMER SALT,275,MADISON AVE,10016.0,6466932060,Mexican,Critical
41717742,ACCRA RESTAURANT,2065,7 AVENUE,10027.0,6469825616,African,Critical
50066620,Bigoi Venezia,1415,2 AVENUE,10021.0,9172620680,Italian,Critical
50059267,DIG INN,856,8 AVENUE,10019.0,2123352106,American,Not Critical
50085636,ZONA TRIBECA MEZCALERIA,353,GREENWICH STREET,10013.0,5164505097,Mexican,Not Critical
50064654,ANPANMAN BAKERY CAFE,83,CANAL STREET,10002.0,2123438077,Chinese,Critical
50075824,CARIBBEAN STARR,280,LENOX AVENUE,10027.0,9172617668,Caribbean,Critical
50055011,FISH CHEEKS,55,BOND STREET,10012.0,9179453797,Thai,Not Critical
50040950,THE BISTRO AT THE COURTYARD & RESIDENCE INN BY MARRIOTT,1717,BROADWAY,10019.0,2123243773,American,Not Critical
40879743,NEGRIL,70,WEST    3 STREET,10012.0,2124772804,Caribbean,Critical
40691569,PERSHING SQUARE CAFE,90,EAST   42 STREET,10017.0,2122869600,American,Not Critical
50097924,DILL & PARSLEY,80,PINE STREET,10005.0,6466882226,Mediterranean,Critical
50094385,FYAH BUN CREATIVE,325,EAST   48 STREET,10017.0,6468371980,Caribbean,Not Critical
50044828,EGGLOO,60,MULBERRY STREET,10013.0,3479317784,Frozen Desserts,Critical
50002693,B&W DELI GROCERY,373,west 34th st,10001.0,9173882601,American,Not Critical
50095297,BROOKLYN DIAMOND COFFEE,349,WEST BROADWAY,10013.0,6467915861,Coffee/Tea,Critical
50000255,CHINA SUN,1270A,ST NICHOLAS AVENUE,10033.0,2129280800,Chinese,Critical
50063880,PARISH,146,ORCHARD STREET,10002.0,2128428000,American,Critical
50106972,GRUBBS TAKEAWAY,287,7 AVENUE,10001.0,6464845115,American,Not Critical
41355345,"CORNERSTONE TAVERN, THE STAG'S HEAD",961,2 AVENUE,10022.0,2128882453,Irish,Critical
41007868,PAX,520,8 AVENUE,10018.0,2127140555,American,Critical
41541660,KRISPY KREME,2,PENN PLAZA,10121.0,2126950428,Bakery,Critical
40891446,HOTEL CARLYLE,35,EAST   76 STREET,10021.0,2127441600,American,Critical
41333188,VIVI BUBBLE TEA,49,BAYARD STREET,10013.0,2125666833,Coffee/Tea,Critical
50066022,SOUEN,326,EAST    6 STREET,10003.0,2123881155,Japanese,Not Critical
41122435,JIMBO'S BURGER PALACE,535,LENOX AVENUE,10037.0,2124918680,American,Critical
50103012,TIFFANY CAFE,6,EAST   57 STREET,10022.0,2126135511,American,Critical
50101778,Umami Ramen,3,HANOVER SQ,10004.0,2123613777,Japanese,Not Critical
41674562,EVERYMAN ESPRESSO,301,WEST BROADWAY,10013.0,9179417635,Coffee/Tea,Critical
50100616,ITALIAN VILLAGE,1494,1 AVENUE,10075.0,2125355950,Pizza,Not Critical
40402369,COLONY CLUB,564,PARK AVENUE,10065.0,2128384200,American,Critical
41704296,MIGHTY QUINN'S,103,2 AVENUE,10003.0,2126773733,Barbecue & Steakhouse,Not Critical
41653176,JOE COFFEE,131,WEST   21 STREET,10011.0,2129247400,Coffee/Tea,Critical
50017047,JUST SALAD,2056,BROADWAY,10023.0,6463551849,Soups_Salads_Sandwiches_Beverages,Critical
50037509,SLAUGHTERED LAMB PUB,182,WEST    4 STREET,10014.0,2127273350,American,Critical
50088581,JUICE THERAPY,145,EAST   27 STREET,10016.0,2125598999,Soups_Salads_Sandwiches_Beverages,Critical
50018300,CAFE R,116,WEST   32 STREET,10001.0,2126959550,American,Not Critical
50082813,WOK 88,1570,3 AVENUE,10128.0,2128288688,Chinese,Critical
41309690,HAKATA TON TON,61,GROVE STREET,10014.0,2122423699,Japanese,Not Critical
41290116,PRET A MANGER,1200,AVENUE OF THE AMERICAS,10036.0,6465370030,Soups_Salads_Sandwiches_Beverages,Not Critical
40372466,"MURALS ON 54, RANDOLPH'S",65,WEST   54 STREET,10019.0,2122477000,American,Critical
40400739,STARBUCKS,1325,ASTOR PLACE,,2129823563,Coffee/Tea,Critical
40388218,WALKER'S RESTAURANT,16,NORTH MOORE STREET,10013.0,2129410142,American,Critical
40395723,OLYMPIC FLAME DINER,200,WEST   60 STREET,10023.0,2125815259,American,Not Critical
50109247,HOURGLASS TAVERN & CAFE,373,WEST   46 STREET,10036.0,3479224699,American,Not Critical
41520477,SABOR A MEXICO TAQUERIA,160,1 AVENUE,10009.0,2125334002,Mexican,Critical
50100024,AMC 34TH STREET 14,312,WEST   34 STREET,10001.0,2122444556,American,Not Critical
41637468,BUDDHA BEER BAR,4476,BROADWAY,10040.0,6468612595,American,Critical
50102563,THE ALVIN,406,EAST   64 STREET,10065.0,6464765075,American,Critical
50011657,THE SABIENG THAI,71,1 AVENUE,10003.0,2122532742,Thai,Critical
41054695,PICANTE MEXICAN BAR AND GRILL RESTAURANT,3424,BROADWAY,10031.0,2122346479,Mexican,Not Critical
50045193,THE BREAD FACTORY CAFE,470,7 AVENUE,10018.0,2122796665,American,Critical
40401025,ALTESI DOWNTOWN RISTORANTE,200,SPRING STREET,10012.0,2124311212,Italian,Not Critical
50104174,STARBUCKS,240,E GREENWICH ST,10007.0,7043285090,Coffee/Tea,Not Critical
40570278,STARBUCKS,370,7 AVENUE,10001.0,2129672041,Coffee/Tea,Not Critical
41188476,PAPATZUL,55,GRAND STREET,10013.0,2122748225,Mexican,Not Critical
40645039,TOWNHOUSE DINER,696,2 AVENUE,10016.0,2125996254,American,Not Critical
50097573,HAWKERS,225,EAST   14 STREET,10003.0,9176893481,Southeast Asian,Critical
41588029,PIERRE LOTI MIDTOWN,30012,EAST   52 STREET,,2127555684,Mediterranean,Not Critical
50099734,THE LCL,212,EAST   42 STREET,10017.0,2124054399,American,Critical
50070925,PAPA JOHN'S PIZZA,2119,1 AVENUE,10029.0,2129967272,Pizza,Not Critical
50085435,PATRICK'S,259,WEST   42 STREET,10036.0,2127769100,American,Critical
50074465,SOUVLAKI GR KOUZINA,231,EAST   53 STREET,10022.0,2128320395,European,Not Critical
40617746,SARABETH'S,423,AMSTERDAM AVENUE,10024.0,2124966280,American,Not Critical
50001658,KOBEYAKI,110,WEST   40 STREET,10018.0,2123911600,Japanese,Critical
40640500,BURGER KING,130,WEST  125 STREET,10027.0,2122224333,American,Critical
50009477,ANEJO TRIBECA,31,WALKER STREET,10013.0,2129206270,Mexican,Not Critical
41204905,"UPSTAIRS LOUNGE THE KIMBERLY HOTEL, BISTANGO",145,EAST   50 STREET,10022.0,2127021667,American,Critical
50073176,PIZZA GRILL CAFE,89,CANAL STREET,10002.0,2122261404,Pizza,Not Critical
40365904,MEE SUM CAFE,26,PELL STREET,10013.0,2123495260,Coffee/Tea,Critical
50071019,CAFECAFE,80,WOOSTER STREET,10012.0,2122038386,Coffee/Tea,Critical
41408564,CRISP,110,WEST   40 STREET,10018.0,6468974775,Mediterranean,Critical
41383216,QUEEN SHEEBA RESTAURANT,317,WEST  141 STREET,10030.0,2128626149,Middle Eastern,Critical
50091598,NO. 1 CHINESE RESTAURANT,825,WEST  181 STREET,10033.0,2127403188,Chinese,Critical
50050381,PANDA EXPRESS,414,8 AVENUE,10001.0,9176393302,Chinese,Not Critical
50072743,DALLAS CHICKEN & BISCUIT,2027,LEXINGTON AVENUE,10035.0,7182246030,Chicken,Critical
50055840,BIG GAY ICE CREAM SHOP,125,EAST    7 STREET,10009.0,2125339333,Frozen Desserts,Not Critical
41347614,SHAKE SHACK,366,COLUMBUS AVENUE,10024.0,6467478772,American,Not Critical
41559999,DARKHORSE,17,MURRAY STREET,10007.0,2126083900,American,Critical
50047472,FUMO RESTAURANT,1600,AMSTERDAM AVENUE,10031.0,6466926675,Italian,Critical
50095436,KIKOO SUSHI,210,1 AVENUE,10009.0,9292856666,Japanese,Critical
50079759,CHURUTTO RAMEN & POKE,1534,3 AVENUE,10028.0,2128288809,Japanese,Critical
50087445,SILO CAFE,805,3 AVENUE,10022.0,2128887456,American,Critical
50102368,ANANDA,210,THOMPSON STREET,10012.0,2125337290,Indian Subcontinent,Not Critical
40602783,EL TINA FISH MARKET & SEAFOOD RESTAURANT,500,WEST  207 STREET,10034.0,2125698838,Seafood,Not Critical
50056074,ABRACO,81,EAST    7 STREET,10003.0,3476102034,Coffee/Tea,Critical
40584030,HALE & HEARTY SOUP,55,WEST   56 STREET,10019.0,2122459200,Soups_Salads_Sandwiches_Beverages,Not Critical
50014069,RED LOBSTER,261,WEST  125 STREET,10027.0,2122801930,Seafood,Not Critical
50034379,BLACK BARN,19,EAST   26 STREET,10010.0,2122655959,American,Not Critical
50043973,NAYA EXPRESS,1,NEW YORK PLAZA,10004.0,2127608888,Mediterranean,Not Critical
50060428,THE CIBO,22,WEST   38 STREET,10018.0,2129334361,Soups_Salads_Sandwiches_Beverages,Not Critical
50101850,THE BEAN,771,BROADWAY,10003.0,2122285020,Coffee/Tea,Critical
50091117,IRVING FARM NEW YORK COFFEE,1250,BROADWAY,10001.0,2122060707,Coffee/Tea,Critical
40594203,LA GOURMET,111,EAST   58 STREET,10022.0,2123080811,American,Critical
50038065,ANTOJITOS MEXICANO,511,WEST  181 STREET,10033.0,2125688800,Spanish,Critical
50006329,L'ARTE DEL GELATO,75,9 AVENUE,10011.0,2123660570,Frozen Desserts,Not Critical
50060875,EL CONDE NUEVO,4139,BROADWAY,10033.0,2127810419,Spanish,Critical
50078889,SOLA LAB,45,BEEKMAN STREET,10038.0,2122332000,Italian,Critical
50044763,SUBWAY,281,SAINT NICHOLAS AVENUE,10027.0,9173785700,Soups_Salads_Sandwiches_Beverages,Not Critical
41671873,GRK FRESH GREEK,111,FULTON STREET,10038.0,2123852010,European,Critical
41651801,THE LIBERTY,29,WEST   35 STREET,10001.0,2129674000,Irish,Not Critical
40564858,MURPHY'S LAW,417,EAST   70 STREET,10021.0,2126283724,Irish,Not Critical
41699605,PANCHO'S ANTOJITOS MEXICANOS,964,AMSTERDAM AVENUE,10025.0,2123165400,Mexican,Not Critical
41553479,XO RESTAURANT,148,HESTER STREET,10013.0,2129658645,Chinese,Not Critical
50037421,STEAK AND HOAGIES,1657,MADISON AVENUE,10029.0,9174925001,Chinese,Critical
50113280,SALMA LEBANESE RESTAURANT,351,EAST   12 STREET,10003.0,9178168856,Mediterranean,Not Critical
50060415,JOE & THE JUICE,67,SPRING STREET,10012.0,9175665727,Coffee/Tea,Not Critical
50112090,JOE COFFEE COMPANY,89,EAST   42 STREET,10017.0,2129247400,Coffee/Tea,Not Critical
40832580,DONBURI-YA,253,WEST   55 STREET,10019.0,2125812240,Japanese,Critical
41362111,PANNA II GARDEN INDIAN RESTAURANT,93,1 AVENUE,10003.0,2125984610,Indian Subcontinent,Critical
41266621,MAGNOLIA BAKERY,401,BLEECKER STREET,10014.0,2124622572,Bakery,Not Critical
50019113,DEBORAH MILLER,3,MADISON STREET,10038.0,2129641300,American,Not Critical
41649356,"DUNKIN',' HUDSON NEWS",2,PENNSYLVANIA PLAZA,10121.0,6469517284,American,Critical
50075318,TACO DUMBO,31,WEST   52 STREET,10019.0,6463603888,Tex-Mex,Not Critical
50090976,NOM WAH,10,KENMARE ST AKA 168 BOWERY,10012.0,6467634242,Chinese,Not Applicable
50089173,WONG ASIAN FOOD,1217,1 AVENUE,10065.0,2125177798,Chinese,Not Critical
40709941,PEPOLINO,281,WEST BROADWAY,10013.0,2129669983,Italian,Not Critical
50053175,CASA APICII,62,WEST    9 STREET,10011.0,9175730571,Italian,Critical
41570719,CHICKPEA,0,PENN STATION,10121.0,2122440101,American,Not Critical
41722632,"CAFE HABANA, CAFE HABANA TO GO",17,PRINCE STREET,10012.0,2126252001,Latin American,Critical
50082812,SPACE KARAOKE,34,WEST   32 STREET,10001.0,6467564206,American,Critical
50006977,GREAT WALL RESTAURANT,384,GRAND STREET,10002.0,2122605888,Chinese,Critical
41298603,THE SMITH,55,3 AVENUE,10003.0,2124209800,American,Not Critical
40952198,EMACK & BOLIO'S,389,AMSTERDAM AVENUE,10024.0,2123622747,Frozen Desserts,Critical
41429072,PICCOLA CUCINA,184,PRINCE STREET,10012.0,2126253200,Italian,Critical
41395716,EMPORIO,231,MOTT STREET,10012.0,2129661234,Italian,Not Critical
50102460,GONG CHA,1600,BROADWAY,10019.0,2126592513,Coffee/Tea,Critical
50046232,PANINI CAFE,589,1 AVENUE,10016.0,2122139199,Soups_Salads_Sandwiches_Beverages,Critical
50045887,SCARR'S PIZZA,22,ORCHARD STREET,10002.0,2123343481,Pizza,Critical
50050905,BY CHLOE,60,WEST   22 STREET,10010.0,6463584021,Vegan_Vegetarian,Not Critical
50105813,TRUTEA,7,EAST   14 STREET,10003.0,2123816193,Southeast Asian,Critical
50087565,GOURMET PARK,119,EAST   60 STREET,10022.0,2129358500,Soups_Salads_Sandwiches_Beverages,Critical
40575519,MOLYVOS,871,7 AVENUE,10019.0,2125827500,European,Critical
